CrashDate,Borough,Latitude,Longitude,ContributingFactor,CollisionID,VehicleType
2020-04-01,MANHATTAN,40.7395,-73.9766,Driver Inattention/Distraction,4305146,Ambulance
2020-04-01,QUEENS,40.738,-73.8837,Backing Unsafely,4307234,Sedan
2020-04-01,STATEN ISLAND,40.5834,-74.0898,Driver Inattention/Distraction,4305083,Sedan
2020-04-01,BROOKLYN,40.6422,-73.9163,Driver Inattention/Distraction,4307827,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.7081,-73.965,Passing Too Closely,4305095,Sedan
2020-04-01,BRONX,40.8194,-73.9219,Unspecified,4305103,Sedan
2020-04-01,BROOKLYN,40.6358,-73.9595,Illnes,4305148,Sedan
2020-04-01,QUEENS,40.687,-73.7921,Unspecified,4307953,Sedan
2020-04-01,QUEENS,40.6936,-73.8446,Backing Unsafely,4305123,Pick-up Truck
2020-04-01,BROOKLYN,40.6246,-73.9389,Unspecified,4307327,Pick-up Truck
2020-04-01,BROOKLYN,40.6707,-73.9042,Turning Improperly,4305158,Sedan
2020-04-01,QUEENS,40.764,-73.8089,Backing Unsafely,4305077,Sedan
2020-04-01,BROOKLYN,40.6432,-73.9013,Unspecified,4305130,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.6703,-73.7924,Traffic Control Disregarded,4305042,Sedan
2020-04-01,QUEENS,40.7259,-73.9184,Driver Inattention/Distraction,4305053,Sedan
2020-04-01,BROOKLYN,40.6921,-73.989,Driver Inattention/Distraction,4307860,Bus
2020-04-01,QUEENS,40.6946,-73.8259,Driver Inattention/Distraction,4305126,Sedan
2020-04-01,QUEENS,40.7167,-73.7692,Traffic Control Disregarded,4305028,Sedan
2020-04-01,BRONX,40.8535,-73.8894,Passing or Lane Usage Improper,4305072,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.6754,-73.9082,Unspecified,4308458,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.6343,-73.9833,Unspecified,4308629,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.7749,-73.8039,Failure to Yield Right-of-Way,4305013,Sedan
2020-04-01,BROOKLYN,40.6856,-73.9072,Driver Inattention/Distraction,4305127,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.7501,-73.9154,Driver Inattention/Distraction,4305047,Sedan
2020-04-01,QUEENS,40.7375,-73.93,Backing Unsafely,4305029,Sedan
2020-04-01,QUEENS,40.7577,-73.794,Failure to Yield Right-of-Way,4305142,Sedan
2020-04-01,BROOKLYN,40.6562,-73.9147,Unspecified,4307434,Sedan
2020-04-01,BROOKLYN,40.645,-73.92,Driver Inattention/Distraction,4307428,Sedan
2020-04-01,STATEN ISLAND,40.5118,-74.2453,Failure to Yield Right-of-Way,4308230,Sedan
2020-04-01,MANHATTAN,40.7986,-73.9335,Driver Inattention/Distraction,4307400,E-Bike
2020-04-01,QUEENS,40.7036,-73.8893,Passing Too Closely,4305050,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.6674,-73.7668,Unspecified,4305105,Station Wagon/Sport Utility Vehicle
2020-04-01,STATEN ISLAND,40.6088,-74.0758,Unspecified,4307467,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.6904,-73.9897,Driver Inattention/Distraction,4307861,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.6916,-73.8656,Driver Inattention/Distraction,4305120,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.6397,-73.9863,Unspecified,4307930,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.6928,-73.7652,Unspecified,4305109,Sedan
2020-04-01,BROOKLYN,40.6781,-73.9078,Unspecified,4305152,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.6721,-73.9114,Unspecified,4307791,Sedan
2020-04-01,QUEENS,40.7164,-73.8975,Following Too Closely,4305133,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.6969,-73.8916,Unspecified,4313075,Taxi
2020-04-01,BRONX,40.8771,-73.907,Unspecified,4307375,TRUCK
2020-04-01,QUEENS,40.6562,-73.7367,Unspecified,4305092,Sedan
2020-04-01,BRONX,40.8264,-73.9212,Backing Unsafely,4307228,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.6612,-73.9183,Traffic Control Disregarded,4305157,Sedan
2020-04-01,BRONX,40.8432,-73.8469,Unspecified,4305128,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.7156,-73.8179,Unsafe Speed,4307221,Sedan
2020-04-01,BRONX,40.8559,-73.9172,Driver Inattention/Distraction,4305063,Pick-up Truck
2020-04-01,BROOKLYN,40.6088,-74.0098,Driver Inattention/Distraction,4307249,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.7014,-73.8041,Unspecified,4305080,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.6798,-73.8098,Passing or Lane Usage Improper,4305096,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.6672,-73.7335,Unspecified,4305068,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.629,-73.9493,Passing or Lane Usage Improper,4307589,Sedan
2020-04-01,BROOKLYN,40.6247,-74.0101,Driver Inattention/Distraction,4308166,Sedan
2020-04-01,BROOKLYN,40.6347,-73.9675,Unspecified,4305037,Sedan
2020-04-01,BROOKLYN,40.6425,-73.9742,Unspecified,4308637,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.6972,-73.9529,Driver Inattention/Distraction,4307344,Sedan
2020-04-01,BRONX,40.8795,-73.906,Unspecified,4305033,Sedan
2020-04-01,BRONX,40.8473,-73.8979,Turning Improperly,4307261,Sedan
2020-04-01,QUEENS,40.7003,-73.8035,Turning Improperly,4305026,Sedan
2020-04-01,MANHATTAN,40.8416,-73.941,Other Vehicular,4305132,Ambulance
2020-04-01,STATEN ISLAND,40.6071,-74.061,Unspecified,4307468,Station Wagon/Sport Utility Vehicle
2020-04-01,BRONX,40.8256,-73.9185,Passing Too Closely,4305115,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.6835,-73.7735,Unspecified,4305106,Sedan
2020-04-01,BRONX,40.8884,-73.842,Failure to Yield Right-of-Way,4308204,Station Wagon/Sport Utility Vehicle
2020-04-01,MANHATTAN,40.7871,-73.9479,Reaction to Uninvolved Vehicle,4307318,Sedan
2020-04-01,QUEENS,40.7319,-73.8712,Driver Inattention/Distraction,4305102,Sedan
2020-04-01,MANHATTAN,40.8073,-73.9395,Unspecified,4307401,Sedan
2020-04-01,BROOKLYN,40.6163,-74.0317,Unspecified,4305064,Sedan
2020-04-01,BROOKLYN,40.6603,-73.9258,Unspecified,4307433,Sedan
2020-04-01,QUEENS,40.7369,-73.9356,Driver Inattention/Distraction,4305061,Sedan
2020-04-01,BROOKLYN,40.7138,-73.9374,Other Vehicular,4307291,Sedan
2020-04-01,MANHATTAN,40.7265,-73.9958,Failure to Yield Right-of-Way,4307226,Sedan
2020-04-01,BROOKLYN,40.6199,-73.9374,Unspecified,4305140,Sedan
2020-04-01,MANHATTAN,40.8059,-73.9528,Driver Inattention/Distraction,4307218,Station Wagon/Sport Utility Vehicle
2020-04-01,BRONX,40.8278,-73.9259,Traffic Control Disregarded,4307255,Bike
2020-04-01,STATEN ISLAND,40.6348,-74.1132,Unspecified,4307290,Sedan
2020-04-01,BROOKLYN,40.6291,-73.9231,Unsafe Speed,4305139,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.7863,-73.8363,Passing Too Closely,4305035,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.6388,-73.932,Unspecified,4307216,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.6672,-73.8809,Backing Unsafely,4307210,Sedan
2020-04-01,BRONX,40.8291,-73.8158,Backing Unsafely,4304971,Sedan
2020-04-01,QUEENS,40.7236,-73.8448,Traffic Control Disregarded,4305084,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.6427,-73.9101,Unsafe Speed,4307776,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.6432,-73.9093,Unspecified,4308405,Motorscooter
2020-04-01,BROOKLYN,40.6121,-73.9668,Unspecified,4307929,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.6709,-73.7814,Unspecified,4305043,Sedan
2020-04-01,BRONX,40.8743,-73.8491,Passing or Lane Usage Improper,4307215,Sedan
2020-04-01,BROOKLYN,40.7162,-73.9412,Passing Too Closely,4307217,Station Wagon/Sport Utility Vehicle
2020-04-01,BRONX,40.8772,-73.9178,Unspecified,4307378,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.6038,-73.9544,Driver Inattention/Distraction,4305137,Pick-up Truck
2020-04-01,QUEENS,40.6718,-73.7921,Traffic Control Disregarded,4305108,Sedan
2020-04-01,BROOKLYN,40.626,-73.9762,Unspecified,4307936,Sedan
2020-04-01,MANHATTAN,40.7905,-73.9518,Turning Improperly,4307230,Station Wagon/Sport Utility Vehicle
2020-04-01,MANHATTAN,40.8268,-73.9415,Steering Failure,4307225,Sedan
2020-04-01,QUEENS,40.6779,-73.7456,Backing Unsafely,4305091,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.655,-73.9563,Driver Inexperience,4305075,Pick-up Truck
2020-04-01,BROOKLYN,40.6737,-73.9221,Driver Inattention/Distraction,4305154,Van
2020-04-01,QUEENS,40.6655,-73.7524,Unspecified,4305089,Station Wagon/Sport Utility Vehicle
2020-04-01,BROOKLYN,40.6252,-73.9178,Following Too Closely,4307911,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.703,-73.7278,Aggressive Driving/Road Rage,4305090,Sedan
2020-04-01,BRONX,40.8458,-73.8862,Driver Inexperience,4305073,Sedan
2020-04-01,BROOKLYN,40.5776,-73.9904,Unspecified,4304953,Sedan
2020-04-01,MANHATTAN,40.7283,-73.9813,Driver Inattention/Distraction,4308566,Sedan
2020-04-01,QUEENS,40.7442,-73.928,Driver Inattention/Distraction,4305030,Station Wagon/Sport Utility Vehicle
2020-04-01,BRONX,40.8489,-73.9222,Driver Inattention/Distraction,4305062,Armored Truck
2020-04-01,MANHATTAN,40.7979,-73.934,Unspecified,4305038,Station Wagon/Sport Utility Vehicle
2020-04-01,MANHATTAN,40.829,-73.9486,Driver Inattention/Distraction,4308318,Taxi
2020-04-01,BROOKLYN,40.7131,-73.9641,Failure to Yield Right-of-Way,4307292,Station Wagon/Sport Utility Vehicle
2020-04-01,QUEENS,40.7001,-73.7918,Driver Inattention/Distraction,4307354,Ambulance
2020-04-01,BROOKLYN,40.6993,-73.9542,Aggressive Driving/Road Rage,4307946,Station Wagon/Sport Utility Vehicle
2020-04-01,BRONX,40.8701,-73.8787,Passing Too Closely,4305114,Taxi
2020-04-01,BROOKLYN,40.5774,-73.9914,Driver Inattention/Distraction,4305098,Sedan
2020-04-01,BRONX,40.8351,-73.887,Passing or Lane Usage Improper,4305052,Station Wagon/Sport Utility Vehicle
2020-04-01,MANHATTAN,40.8283,-73.9432,Passing Too Closely,4307368,Station Wagon/Sport Utility Vehicle
2020-04-02,MANHATTAN,40.7885,-73.9511,Driver Inattention/Distraction,4311674,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.6553,-73.7402,Unspecified,4305141,Station Wagon/Sport Utility Vehicle
2020-04-02,BRONX,40.814,-73.8205,Unspecified,4305129,Sedan
2020-04-02,BROOKLYN,40.6659,-73.8696,Other Vehicular,4307268,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.7032,-73.8778,Unspecified,4308088,Station Wagon/Sport Utility Vehicle
2020-04-02,BROOKLYN,40.6102,-73.9394,Driver Inattention/Distraction,4307330,Station Wagon/Sport Utility Vehicle
2020-04-02,BROOKLYN,40.6329,-73.9477,Unspecified,4307597,Sedan
2020-04-02,QUEENS,40.6775,-73.7447,Unspecified,4307262,Station Wagon/Sport Utility Vehicle
2020-04-02,BROOKLYN,40.6998,-73.937,Backing Unsafely,4307701,Sedan
2020-04-02,MANHATTAN,40.7395,-73.9766,View Obstructed/Limited,4307242,Station Wagon/Sport Utility Vehicle
2020-04-02,BROOKLYN,40.6871,-73.9139,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4307283,Station Wagon/Sport Utility Vehicle
2020-04-02,MANHATTAN,40.715,-74.0167,Traffic Control Disregarded,4307482,Sedan
2020-04-02,QUEENS,40.6791,-73.7782,Traffic Control Disregarded,4307297,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.6635,-73.7807,Unspecified,4307455,Sedan
2020-04-02,QUEENS,40.7649,-73.9386,Unspecified,4307359,Sedan
2020-04-02,BRONX,40.8695,-73.8567,Unspecified,4308110,Sedan
2020-04-02,BRONX,40.8154,-73.9051,Unspecified,4307257,Station Wagon/Sport Utility Vehicle
2020-04-02,BRONX,40.8382,-73.9212,Driver Inattention/Distraction,4307245,Station Wagon/Sport Utility Vehicle
2020-04-02,BROOKLYN,40.6415,-73.9554,Backing Unsafely,4307585,Sedan
2020-04-02,QUEENS,40.6964,-73.9054,Alcohol Involvement,4307326,Sedan
2020-04-02,BROOKLYN,40.6395,-73.9803,Driver Inattention/Distraction,4313544,
2020-04-02,BROOKLYN,40.6266,-73.9827,Unspecified,4307932,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.655,-73.7288,Backing Unsafely,4307269,Station Wagon/Sport Utility Vehicle
2020-04-02,BROOKLYN,40.6436,-73.943,Failure to Yield Right-of-Way,4307429,Sedan
2020-04-02,BROOKLYN,40.6409,-73.9483,Unspecified,4307432,Station Wagon/Sport Utility Vehicle
2020-04-02,BROOKLYN,40.6603,-73.9482,Unspecified,4307387,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.7588,-73.8898,Traffic Control Disregarded,4307333,Sedan
2020-04-02,BRONX,40.8791,-73.8622,Unspecified,4307423,Station Wagon/Sport Utility Vehicle
2020-04-02,BROOKLYN,40.6928,-73.9212,Passing Too Closely,4307279,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.7429,-73.9586,Driver Inattention/Distraction,4307287,Station Wagon/Sport Utility Vehicle
2020-04-02,MANHATTAN,40.741,-73.9786,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4307370,Sedan
2020-04-02,STATEN ISLAND,40.6246,-74.0796,Traffic Control Disregarded,4307470,Sedan
2020-04-02,BROOKLYN,40.5751,-73.9986,Failure to Keep Right,4307273,Sedan
2020-04-02,BRONX,40.8025,-73.9193,Unspecified,4307239,Flat Bed
2020-04-02,MANHATTAN,40.7646,-73.9554,Unsafe Lane Changing,4312038,Station Wagon/Sport Utility Vehicle
2020-04-02,MANHATTAN,40.8127,-73.9376,Driver Inattention/Distraction,4307392,Sedan
2020-04-02,BROOKLYN,40.6247,-73.9993,Failure to Yield Right-of-Way,4307284,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.6914,-73.7875,Backing Unsafely,4305110,Station Wagon/Sport Utility Vehicle
2020-04-02,BROOKLYN,40.6841,-73.917,Other Vehicular,4307412,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.6678,-73.777,Unspecified,4307453,Sedan
2020-04-02,MANHATTAN,40.7628,-73.9677,Driver Inattention/Distraction,4307317,Sedan
2020-04-02,QUEENS,40.7577,-73.7793,Failure to Yield Right-of-Way,4307271,Sedan
2020-04-02,BRONX,40.8648,-73.8906,Passing or Lane Usage Improper,4307304,Motorbike
2020-04-02,QUEENS,40.7623,-73.8913,Other Vehicular,4307332,Station Wagon/Sport Utility Vehicle
2020-04-02,BRONX,40.8645,-73.8349,Driver Inattention/Distraction,4307362,Sedan
2020-04-02,STATEN ISLAND,40.5705,-74.1098,Traffic Control Disregarded,4307278,Sedan
2020-04-02,QUEENS,40.7545,-73.8956,Unsafe Lane Changing,4307334,Sedan
2020-04-02,BROOKLYN,40.6175,-73.957,Unspecified,4307590,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.694,-73.7786,Unsafe Speed,4307352,Sedan
2020-04-02,BROOKLYN,40.6527,-73.9185,Unspecified,4307439,Sedan
2020-04-02,QUEENS,40.7201,-73.7618,Driver Inattention/Distraction,4307236,Sedan
2020-04-02,BRONX,40.8261,-73.8954,Unspecified,4307339,Sedan
2020-04-02,BRONX,40.8123,-73.9045,Driver Inattention/Distraction,4307320,Sedan
2020-04-02,BRONX,40.8354,-73.8868,Passing Too Closely,4308586,Commercial
2020-04-02,QUEENS,40.7489,-73.9374,Driver Inattention/Distraction,4307288,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.7643,-73.9235,Unspecified,4307360,Sedan
2020-04-02,QUEENS,40.7143,-73.8124,Driver Inattention/Distraction,4307298,Station Wagon/Sport Utility Vehicle
2020-04-02,BRONX,40.8921,-73.851,Steering Failure,4307426,Sedan
2020-04-02,BROOKLYN,40.6769,-73.9001,Driver Inattention/Distraction,4307266,Sedan
2020-04-02,BROOKLYN,40.6872,-73.9418,Passing Too Closely,4307695,Sedan
2020-04-02,BRONX,40.8429,-73.8992,Backing Unsafely,4307584,Tractor Truck Diesel
2020-04-02,BROOKLYN,40.7182,-73.9583,View Obstructed/Limited,4307436,Station Wagon/Sport Utility Vehicle
2020-04-02,MANHATTAN,40.7622,-73.9918,Driver Inexperience,4307246,Sedan
2020-04-02,QUEENS,40.6619,-73.8329,Passing or Lane Usage Improper,4307299,Station Wagon/Sport Utility Vehicle
2020-04-02,BRONX,40.884,-73.9168,Failure to Yield Right-of-Way,4307379,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.7002,-73.7694,Failure to Yield Right-of-Way,4307296,Station Wagon/Sport Utility Vehicle
2020-04-02,BRONX,40.8934,-73.8574,Driver Inattention/Distraction,4307424,Station Wagon/Sport Utility Vehicle
2020-04-02,STATEN ISLAND,40.6102,-74.1215,Unspecified,4307469,Pick-up Truck
2020-04-02,STATEN ISLAND,40.604,-74.104,Driver Inattention/Distraction,4307427,Sedan
2020-04-02,BROOKLYN,40.6757,-73.8976,Backing Unsafely,4308476,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.6677,-73.7779,Failure to Yield Right-of-Way,4307293,Sedan
2020-04-02,BROOKLYN,40.667,-73.9305,Driver Inattention/Distraction,4307263,Sedan
2020-04-02,QUEENS,40.7124,-73.9185,Unsafe Speed,4305135,Station Wagon/Sport Utility Vehicle
2020-04-02,BRONX,40.8984,-73.8543,Other Vehicular,4307397,Tow Truck / Wrecker
2020-04-02,BROOKLYN,40.5771,-73.9623,Other Vehicular,4307305,Sedan
2020-04-02,BROOKLYN,40.6129,-73.9752,Unspecified,4308151,Sedan
2020-04-02,QUEENS,40.6665,-73.7699,Unsafe Speed,4307294,Sedan
2020-04-02,MANHATTAN,40.7179,-74.0145,Unspecified,4307481,Sedan
2020-04-02,BRONX,40.8277,-73.8861,Unspecified,4307528,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.6926,-73.7841,Backing Unsafely,4307295,Sedan
2020-04-02,BROOKLYN,40.7185,-73.9371,Passing Too Closely,4307259,Sedan
2020-04-02,BRONX,40.841,-73.916,Passing Too Closely,4307302,Station Wagon/Sport Utility Vehicle
2020-04-02,BRONX,40.8476,-73.8622,Unspecified,4308116,Station Wagon/Sport Utility Vehicle
2020-04-02,BROOKLYN,40.6249,-73.9639,Unspecified,4307598,Sedan
2020-04-02,MANHATTAN,40.808,-73.938,Unspecified,4307402,Taxi
2020-04-02,BRONX,40.8166,-73.9196,Failure to Yield Right-of-Way,4307250,Station Wagon/Sport Utility Vehicle
2020-04-02,MANHATTAN,40.7667,-73.9671,Driver Inattention/Distraction,4307312,Sedan
2020-04-02,QUEENS,40.5868,-73.8007,Driver Inattention/Distraction,4307450,Bike
2020-04-02,QUEENS,40.7028,-73.8889,Failure to Yield Right-of-Way,4307328,Station Wagon/Sport Utility Vehicle
2020-04-02,STATEN ISLAND,40.5601,-74.1073,Passing or Lane Usage Improper,4307233,Station Wagon/Sport Utility Vehicle
2020-04-02,BROOKLYN,40.6557,-73.8731,Unspecified,4307260,Pick-up Truck
2020-04-02,QUEENS,40.6693,-73.8453,Driver Inattention/Distraction,4307237,Station Wagon/Sport Utility Vehicle
2020-04-02,QUEENS,40.7461,-73.9286,Passing or Lane Usage Improper,4307285,E-Bike
2020-04-02,BROOKLYN,40.6541,-73.9251,Unsafe Speed,4307442,Sedan
2020-04-02,BROOKLYN,40.6401,-73.9668,Unspecified,4307599,FIRE TRUCK
2020-04-02,QUEENS,40.7586,-73.8919,Unspecified,4307323,Sedan
2020-04-02,BROOKLYN,40.6412,-73.9644,Driver Inattention/Distraction,4307248,Sedan
2020-04-02,BROOKLYN,40.6851,-73.9641,Unspecified,4307300,Sedan
2020-04-03,BROOKLYN,40.6823,-73.9852,Unspecified,4307711,Sedan
2020-04-03,QUEENS,40.6896,-73.8511,Driver Inattention/Distraction,4307731,Sedan
2020-04-03,BRONX,40.8606,-73.8893,Failure to Yield Right-of-Way,4307650,Sedan
2020-04-03,BRONX,40.8515,-73.8523,Unspecified,4308106,Station Wagon/Sport Utility Vehicle
2020-04-03,BROOKLYN,40.5784,-73.9897,Unsafe Speed,4307308,Sedan
2020-04-03,STATEN ISLAND,40.6377,-74.08,Passing Too Closely,4307471,Station Wagon/Sport Utility Vehicle
2020-04-03,BRONX,40.8847,-73.8313,Failure to Yield Right-of-Way,4307499,Station Wagon/Sport Utility Vehicle
2020-04-03,BROOKLYN,40.6707,-73.9337,Driver Inattention/Distraction,4308678,Sedan
2020-04-03,MANHATTAN,40.7577,-73.9694,Passing or Lane Usage Improper,4307458,Taxi
2020-04-03,QUEENS,40.6916,-73.7792,Alcohol Involvement,4307847,Station Wagon/Sport Utility Vehicle
2020-04-03,BROOKLYN,40.6437,-73.9701,Following Too Closely,4307931,Tractor Truck Diesel
2020-04-03,BRONX,40.8846,-73.8266,Driver Inattention/Distraction,4307494,Sedan
2020-04-03,QUEENS,40.6984,-73.8025,Unsafe Speed,4307356,Station Wagon/Sport Utility Vehicle
2020-04-03,QUEENS,40.7152,-73.9111,Unspecified,4327526,Sedan
2020-04-03,QUEENS,40.7468,-73.8914,Driver Inattention/Distraction,4307324,Bus
2020-04-03,BROOKLYN,40.6808,-73.9746,Driver Inattention/Distraction,4307707,Box Truck
2020-04-03,STATEN ISLAND,40.6202,-74.0715,Driver Inattention/Distraction,4308186,Sedan
2020-04-03,STATEN ISLAND,40.6238,-74.1184,Driver Inattention/Distraction,4307818,Sedan
2020-04-03,BRONX,40.8452,-73.9142,Using On Board Navigation Device,4307576,Sedan
2020-04-03,BROOKLYN,40.6122,-73.9188,Driver Inattention/Distraction,4307781,Sedan
2020-04-03,BROOKLYN,40.599,-73.9552,Unspecified,4307761,Station Wagon/Sport Utility Vehicle
2020-04-03,BRONX,40.8446,-73.9049,Backing Unsafely,4307834,Sedan
2020-04-03,QUEENS,40.7187,-73.7925,Unsafe Speed,4307479,Sedan
2020-04-03,QUEENS,40.6834,-73.7604,Passing Too Closely,4307452,Sedan
2020-04-03,BROOKLYN,40.6051,-73.9299,Driver Inattention/Distraction,4307780,Station Wagon/Sport Utility Vehicle
2020-04-03,QUEENS,40.7137,-73.919,Passing Too Closely,4307373,Tractor Truck Diesel
2020-04-03,BROOKLYN,40.7263,-73.9522,Traffic Control Disregarded,4307438,Sedan
2020-04-03,QUEENS,40.7783,-73.7949,Failure to Yield Right-of-Way,4307448,Station Wagon/Sport Utility Vehicle
2020-04-03,MANHATTAN,40.759,-73.9959,Failure to Yield Right-of-Way,4307514,Sedan
2020-04-03,BROOKLYN,40.5735,-73.9993,Driver Inexperience,4307307,Sedan
2020-04-03,QUEENS,40.7669,-73.824,Failure to Yield Right-of-Way,4307447,Taxi
2020-04-03,BRONX,40.8797,-73.9064,Driverless/Runaway Vehicle,4307611,Sedan
2020-04-03,BROOKLYN,40.6946,-73.9561,Driver Inattention/Distraction,4308578,Sedan
2020-04-03,BROOKLYN,40.6998,-73.9835,Unspecified,4307476,Station Wagon/Sport Utility Vehicle
2020-04-03,BROOKLYN,40.6355,-74.002,Unspecified,4307939,Station Wagon/Sport Utility Vehicle
2020-04-03,BRONX,40.8194,-73.8897,Unspecified,4307529,Sedan
2020-04-03,BRONX,40.8613,-73.8646,Driver Inattention/Distraction,4308114,Sedan
2020-04-03,BROOKLYN,40.6405,-73.9485,Passing or Lane Usage Improper,4307435,Sedan
2020-04-03,BRONX,40.8309,-73.9135,Driver Inattention/Distraction,4307577,Station Wagon/Sport Utility Vehicle
2020-04-03,BROOKLYN,40.6557,-73.9591,Unspecified,4308054,Station Wagon/Sport Utility Vehicle
2020-04-03,MANHATTAN,40.8185,-73.9414,Failure to Yield Right-of-Way,4307798,Bike
2020-04-03,BROOKLYN,40.6703,-73.9421,Failure to Yield Right-of-Way,4313346,Taxi
2020-04-03,QUEENS,40.7097,-73.9216,Reaction to Uninvolved Vehicle,4307369,Van
2020-04-03,BROOKLYN,40.6889,-73.9809,Following Too Closely,4307508,Taxi
2020-04-03,BROOKLYN,40.6727,-73.9475,Driver Inattention/Distraction,4311778,Station Wagon/Sport Utility Vehicle
2020-04-03,QUEENS,40.7516,-73.9098,Failure to Yield Right-of-Way,4307897,Station Wagon/Sport Utility Vehicle
2020-04-03,QUEENS,40.7298,-73.7934,Passing or Lane Usage Improper,4307478,Station Wagon/Sport Utility Vehicle
2020-04-03,MANHATTAN,40.7424,-74.0011,Driver Inattention/Distraction,4307372,USPS TRUCK
2020-04-03,MANHATTAN,40.7941,-73.9685,Unspecified,4307718,Bike
2020-04-03,BROOKLYN,40.6866,-73.9475,View Obstructed/Limited,4308021,Sedan
2020-04-03,BRONX,40.8306,-73.9273,Driver Inattention/Distraction,4307575,Station Wagon/Sport Utility Vehicle
2020-04-03,BROOKLYN,40.584,-73.9633,Driver Inattention/Distraction,4307735,Motorcycle
2020-04-03,BROOKLYN,40.6916,-73.9695,Unspecified,4307388,Station Wagon/Sport Utility Vehicle
2020-04-03,MANHATTAN,40.8723,-73.9127,Failure to Yield Right-of-Way,4307795,Station Wagon/Sport Utility Vehicle
2020-04-03,QUEENS,40.7025,-73.8142,Accelerator Defective,4307513,Station Wagon/Sport Utility Vehicle
2020-04-03,MANHATTAN,40.82,-73.9589,Passing or Lane Usage Improper,4307389,Station Wagon/Sport Utility Vehicle
2020-04-03,QUEENS,40.7259,-73.8953,Unspecified,4307674,Sedan
2020-04-03,QUEENS,40.6758,-73.7394,Passing Too Closely,4307619,Sedan
2020-04-03,QUEENS,40.6896,-73.7278,Failure to Yield Right-of-Way,4307506,Sedan
2020-04-03,QUEENS,40.7448,-73.8357,Following Too Closely,4307444,Station Wagon/Sport Utility Vehicle
2020-04-03,BROOKLYN,40.6922,-73.9519,Driver Inattention/Distraction,4307694,Station Wagon/Sport Utility Vehicle
2020-04-03,BROOKLYN,40.6681,-73.9928,Alcohol Involvement,4307709,Station Wagon/Sport Utility Vehicle
2020-04-03,BROOKLYN,40.6298,-73.9715,Aggressive Driving/Road Rage,4307591,Sedan
2020-04-03,BRONX,40.8223,-73.873,Unspecified,4307621,Sedan
2020-04-03,BROOKLYN,40.6501,-73.9302,Unspecified,4307802,Station Wagon/Sport Utility Vehicle
2020-04-03,STATEN ISLAND,40.6225,-74.0785,Unspecified,4308187,Sedan
2020-04-03,BROOKLYN,40.6968,-73.9566,Traffic Control Disregarded,4307348,Sedan
2020-04-03,BRONX,40.8697,-73.8653,Driver Inattention/Distraction,4308109,Sedan
